original_title,content,source,category
"Faizsiz finans hamlesi! Ekonomi yönetiminden yeni adım, 3 trilyon liralık hedef belirlendi",faizsiz finans hamle ekonom yönetimin yen adım trilyon liralık hedef belirlend,Turkiyegazetesi.com.tr,ekonomi
"Macron, Trump'ın kontrol altına almak istediği Grönland ile dayanışma mesajı verdi",macron trump ın kontrol altına almak istediğ grönland ile dayanışma mesaj verd,Anadolu Agency,ekonomi
"Huawei, bir ülkede daha yasaklandı!",huawe bir ülke daha yasakland,Shiftdelete.net,ekonomi
"Erzurum'un tarihi tabyasında bisiklet, off-road ve atlı safari turu yapıldı",erzurum un tarih tabyasın bisiklet off road ve atl safar tur yapıld,Anadolu Agency,ekonomi
Trump ABD dolarının değer kaybetmesini mi istiyor?,trump abd doları değer kaybetmesin mi istiyor,BBC News,ekonomi
Yıkıma giden satranç: İran’ın içten çöküşü,yıkıma giden satranç i ran ın içten çöküş,Haberturk.com,ekonomi
Orta Doğu'da adaletin iflası,orta doğ da adalet ifla,Haber7.com,ekonomi
Tavyan’dan Çin’e şok darbe: Huawei ve SMIC ihracat kara listesine alındı,tavyan dan çin e şok darbe huawe ve smic ihracat kara listesine alınd,Donanimhaber.com,ekonomi
NURULLAH GÜR / Küresel ekonominin tadı tuzu yok,nurullah gür küresel ekonomi tad tuz yok,Sabah.com.tr,ekonomi
Cengiz Turhan : Yapay zeka: Teknoloji-ekonomi kılığına girmiş politika,cengiz turhan yapay zeka teknoloj ekonom kılığına girmiş politika,Yazaroku.com,ekonomi
Prof. Dr. Haydar Baş : Gadir-i Hum Bayramınız mübarek olsun,prof dr haydar baş gadir i hum bayramınız mübarek ols,Yazaroku.com,ekonomi
Bayramda şarj noktalarında rekor elektrik tüketimi yaşandı,bayram şarj noktaların rekor elektrik tüketim yaşand,Donanimhaber.com,ekonomi
Ankara'da kademeli su tarifesine yeni düzenleme: Belirlenen metreküpü aşan beş kata kadar fazla ödeyecek,ankara da kademel su tarifesine yen düzenleme belirlenen metreküp aşan beş kata kadar fazla ödeyecek,Anlatilaninotesi.com.tr,ekonomi
Bakan Bolat: 2026 yılı her kesimin daha da rahatlayacağı bir dönem olacak!,bakan bolat yıl her kesim daha da rahatlayacağ bir dönem olacak,Haber7.com,ekonomi
Bakan Bolat: 2026 tüm kesimler için rahatlama yılı olacak,bakan bolat tüm kesim için rahatlama yıl olacak,Sabah.com.tr,ekonomi
"Ticaret Bakanı Ömer Bolat, Kültepe Ekonomi Zirvesi’nde konuştu",ticaret bakan ömer bolat kültepe ekonom zirve nde konuşt,Sabah.com.tr,ekonomi
"Ticaret Bakanı Ömer Bolat: Türkiye yüzde 2 büyüdü, iyi ile kötüyü ayırt edin, mukayese yapın",ticaret bakan ömer bolat türkiye yüz büyüd iyi ile kötüy ayırt edin mukayese yap,Patronlardunyasi.com,ekonomi
"YÖK, geleceğin mesleklerine yönelik yeni lisans ve ön lisans programları açacak",yök geleceğ mesleklerine yönelik yen lisans ve ön lisans programlar açacak,Haberturk.com,ekonomi
Doğrudan satışta yeni dönem: Tüketiciye 30 gün koşulsuz cayma hakkı geliyor,doğru satış yen dönem tüketiciye gün koşulsuz cayma hakk geliyor,Anlatilaninotesi.com.tr,ekonomi
Hulusi Akar: İsrail bir gün mutlaka hukuk karşısında hesabını verecek,hulu akar i srail bir gün mutlaka hukuk karşısın hesabın verecek,Sabah.com.tr,ekonomi
İsrail'in 13 Haziran saldırılarının bölgesel ve küresel etkileri: Dengeler nasıl etkilenecek?,i srail in haziran saldırıları bölgesel ve küresel etkiler denge nasıl etkilenecek,Anadolu Agency,ekonomi
5. Kültepe Ekonomi Zirvesi gerçekleştirildi! İşte Ekonomiye dair önemli mesajlar!,kültepe ekonom zirve gerçekleştirild i şte ekonomiye dair öneml mesaj,Haber7.com,ekonomi
Dünyadan İsrail-İran gerilimine tepkiler,dünya i srail i ran gerilimine tepki,Anadolu Agency,ekonomi
TOKİ'den 3 büyükşehirde ucuza kiralık ev projesi geliyor,tok den büyükşehir ucuza kiralık ev proje geliyor,Anlatilaninotesi.com.tr,ekonomi
"Akaryakıta peş peşe zam: Motorinde de fiyat arttı, tabelalar gece yarısı değişti",akaryakı peş peşe zam motorin de fiyat artt tabela gece yarı değişt,Anlatilaninotesi.com.tr,ekonomi
Türkiye ve dünya gündemi,türkiye ve dünya gündem,Anadolu Agency,ekonomi
Yeni evlenenler ve çocuklu ailelere ucuz kiralık ev hamlesi,yen evlenen ve çocukl ailelere ucuz kiralık ev hamle,Haber7.com,ekonomi
Bodrum’da yardımcı krizi: Üzgünüz dadılar bu yaz hizmet dışı!,bodrum da yardımc kriz üzgünüz dadı bu yaz hizmet dış,Sabah.com.tr,ekonomi
Yenilenebilir enerjide bürokrasi azalacak,yenilenebilir enerji bürokra azalacak,Sabah.com.tr,ekonomi
"MUHAMMED HÜSEYİN MERCAN / Gazze Soykırımı, Küresel Protestolar Ve İran Açmazı",muhammed hüsey n mercan gazze soykırım küresel protesto ve i ran açmaz,Sabah.com.tr,ekonomi
Türkiye ve Yunanistan arasındaki Ortak Eylem Planı'nın 8. Toplantısı Ankara'da düzenlendi,türkiye ve yunanis arasındak ortak eylem plan nın toplantı ankara da düzenlend,Anadolu Agency,ekonomi
"TBMM Komisyonu, Düzce ve Sakarya'da zirai dondan etkilenen bahçeleri inceledi",tbmm komisyon düzce ve sakarya da zira don etkilenen bahçeler inceled,Anadolu Agency,ekonomi
Bitcoin’de son durum ne? – (13 Haziran),bitco de son durum ne haziran,Shiftdelete.net,ekonomi
"İran, İsrail'in saldırılarına nasıl karşılık verebilir?",i ran i srail in saldırılarına nasıl karşılık verebilir,BBC News,ekonomi
En düşük emekli maaşı yükselecek mi? Emekliye ek zam yapılacak mı? AK Partili Güler yanıtladı,en düşük emekl maaş yükselecek mi emekliye ek zam yapılacak mı ak partil güler yanıtlad,Anlatilaninotesi.com.tr,ekonomi
"C Level Club üyeleri ""unutmaya Istekli Bir Toplumun"" Belleğinde Yolculuğa çıktı | Marketing Türkiye",c level club üyeler unutmaya istekl bir toplum belleğin yolculuğa çıkt marketing türkiye,Marketingturkiye.com.tr,ekonomi
"YÖK, geleceğin mesleklerine yönelik yeni lisans ve ön lisans programları açacak",yök geleceğ mesleklerine yönelik yen lisans ve ön lisans programlar açacak,Anadolu Agency,ekonomi
600 bin kamu işçisi merakla bekliyordu: Hükümetin zam teklifi belli oldu,bin kam işçi merakla bekliyord hükümet zam teklif bell old,Anlatilaninotesi.com.tr,ekonomi
TCMB rezervleri art arda beşinci haftada da yükseldi,tcmb rezervler art arda beşinc hafta da yükseld,Anlatilaninotesi.com.tr,ekonomi
"Babalar artık daha ilgili, ancak desteğe ihtiyaçları var",baba artık daha ilgil ancak desteğe ihtiyaçlar var,Haber7.com,ekonomi
Bakan Yumaklı'dan çiftçilere destek müjdesi: 8.1 milyar lira ödeme hesaplara yatıyor,bakan yumakl dan çiftçilere destek müjde milyar lira ödeme hesaplara yatıyor,Anlatilaninotesi.com.tr,ekonomi
100 yıllık dev ayakkabı markası darboğazda: Konkordato ilan etti,yıllık dev ayakkab marka darboğaz konkordato ilan ett,Anlatilaninotesi.com.tr,ekonomi
"KADEM ""Türkiye'de Ailenin İyi Olma Hali ve Babalık Araştırması Raporu""nu yeniden yayınladı",kadem türkiye de aile i yi olma hal ve babalık araştırma rapor nu yeni yayınlad,Anadolu Agency,ekonomi
"KADEM’DEN Babalar Günü raporu: Babalar artık daha ilgili, ancak desteğe ihtiyaçları var",kadem den baba gün rapor baba artık daha ilgil ancak desteğe ihtiyaçlar var,Sabah.com.tr,ekonomi
"Fransız bankacılık devi BPCE, Novo Banco’nun yüzde 75 hissesini 6,4 milyar euro değerlemeyle satın almak üzere anlaşma imzaladı",fransız bankacılık dev bpce novo banco nun yüz hissesin milyar euro değerlemeyle sat almak üzere anlaşma imzalad,Patronlardunyasi.com,ekonomi
İsrail'e para yağdıran zenginler! İşte servetleri,i srail e para yağdıran zengin i şte servetler,Haber7.com,ekonomi
En düşük emekli maaşı ne kadar olacak? 4 senaryo ortaya çıktı: SGK uzmanından 'sıfır zam' uyarısı,en düşük emekl maaş ne kadar olacak senaryo ortaya çıkt sgk uzmanın sıfır zam uyarı,Anlatilaninotesi.com.tr,ekonomi
"Altın fırladı: Orta Doğu gerilimi fiyatları rekora taşıdı, işte güvenli limanda son durum",alt fırlad orta doğ gerilim fiyatlar rekora taşıd işte güvenl liman son durum,Anlatilaninotesi.com.tr,ekonomi
Petrol fiyatları İsrail'in İran'a saldırmasıyla yüzde 7'den fazla yükseldi,petrol fiyatlar i srail in i ran a saldırmasıyla yüz den fazla yükseld,Anadolu Agency,ekonomi
"Gece başlayan saldırılar piyasayı hareketlendirdi: Euro yeni rekoru gördü, petrol fiyatları fırladı",gece başlayan saldırı piyasay hareketlendird euro yen rekor görd petrol fiyatlar fırlad,Anlatilaninotesi.com.tr,ekonomi
Benzine büyük zam geldi: Tabelalar gece yarısı güncellendi,benzine büyük zam geld tabela gece yarı güncellend,Anlatilaninotesi.com.tr,ekonomi
Petrol fiyatları İsrail'in İran'a saldırmasıyla yükselişe geçti,petrol fiyatlar i srail in i ran a saldırmasıyla yükselişe geçt,Haber7.com,ekonomi
Orta Doğu'daki gerilim küresel piyasalarda risk iştahını törpüledi,orta doğ dak gerilim küresel piyasalar risk iştahın törpüled,Anadolu Agency,ekonomi
Altın fiyatları yükselişte,alt fiyatlar yükseliş,Haberturk.com,ekonomi
Altın fiyatları yükselişte,alt fiyatlar yükseliş,Haberturk.com,ekonomi
Altın fiyatları yükselişte,alt fiyatlar yükseliş,Haberturk.com,ekonomi
Altın fiyatları yükselişte,alt fiyatlar yükseliş,Haberturk.com,ekonomi
KEREM ALKİN / ‘Politik risk’ argümanı kabak tadı verdi,kerem alk n politik risk argüman kabak tad verd,Sabah.com.tr,ekonomi
ABD seddi Çin’i durdurur mu,abd sedd çin i durdurur mu,Hurriyet.com.tr,ekonomi
"CGTN: Çin ve ABD, derinlemesine ve samimi ticaret görüşmelerinin ardından prensipte uzlaşmaya vardı",cgtn çin ve abd derinlemesine ve samim ticaret görüşmeleri ardın prensip uzlaşmaya vard,GlobeNewswire,ekonomi
Sektör liderleri Bloomberg HT Sürdürülebilir Tarım ve Gıda Zirvesi'nde buluştu,sektör liderler bloomberg ht sürdürülebilir tarım ve gıda zirve nde buluşt,Haberturk.com,ekonomi
"""Great Power Competition and the Middle East"" Forumu 16-17 Haziran'da İstanbul'da düzenlenecek",great power competition and the middle east forum haziran da i stanbul da düzenlenecek,Anadolu Agency,ekonomi
Bakan Bolat: Mersinli esnafa yüzde 50 faiz indirimli finansman desteği,bakan bolat mersinl esnafa yüz faiz indiriml finansman desteğ,Haber7.com,ekonomi
"Ticaret Bakanı Ömer Bolat, Mersin'de esnafa seslendi",ticaret bakan ömer bolat mers de esnafa seslend,Sabah.com.tr,ekonomi
Ticaret Bakanı Ömer Bolat: İnşallah Mersin'i orta vadede bir Dubai konumunda göreceğiz,ticaret bakan ömer bolat i nşallah mers i orta vade bir duba konumun göreceğiz,Anadolu Agency,ekonomi
"Ekonomi Araştırma Enstitüsü, Almanya'nın büyüme tahminini yükseltti",ekonom araştırma enstitü almanya nın büyüme tahminin yükseltt,Anadolu Agency,ekonomi
Hindistan'ın Ahmedabad kentinde meydana gelen Air India kazasının ardından Boeing hisselerinde sert düşüş yaşandı,hindis ın ahmedabad kentin meydana gelen air india kazası ardın boeing hisselerin sert düşüş yaşand,Patronlardunyasi.com,ekonomi
Hindistan'da düşen uçağın özellikleri neler? Boeing 787-8 Dreamliner özellikleri,hindis da düşen uçağ özellikler neler boeing dreamliner özellikler,Haber7.com,ekonomi
Türkiye'nin en büyük atık kağıt ihracatçılarından biriydi: 65 yıllık şirket konkordato ilan etti,türkiye nin en büyük atık kağıt ihracatçıların biriyd yıllık şirket konkordato ilan ett,Anlatilaninotesi.com.tr,ekonomi
“Çadır Satın Al – Geri Getir” Kampanyası: No Tent Left Behind,çadır sat al ger getir kampanya no tent left behind,Bigumigu.com,ekonomi
"Yarın son gün, hesaplarınızı kontrol etmeyi unutmayın: Bankadaki bakiyeniz TMSF'ye devredilebilir",yar son gün hesaplarınız kontrol etmey unutmay bankadak bakiyeniz tmsf ye devredilebilir,Anlatilaninotesi.com.tr,ekonomi
Hazine ve Maliye Bakanı Şimşek: Ekonomi programı test edildi ve çok net şekilde ortada bir başarı var,hazine ve maliye bakan şimşek ekonom program test edild ve çok net şekil orta bir başar var,Anadolu Agency,ekonomi
İngiltere ekonomisinde nisandaki küçülme ağustos için faiz indirimi beklentisini güçlendirdi,i ngiltere ekonomisin nisandak küçülme ağustos için faiz indirim beklentisin güçlendird,Anadolu Agency,ekonomi
SABAH yazdı kıyamet koptu! İZBB bin işçiyi kapı önüne koyacak: Toplu işçi kıyımı yok dedi ama…,sabah yazd kıyamet kopt i zbb bin işçiy kap önüne koyacak topl işç kıyım yok ded ama,Sabah.com.tr,ekonomi
Cumhurbaşkanı Erdoğan: Bölgemizdeki krizlerin menfi etkilerinden ülkemizi inşallah uzakta tutacağız,cumhurbaşkan erdoğan bölgemizdek krizler menf etkilerin ülkemiz inşallah uzak tutacağız,Anadolu Agency,siyaset
1. Lig ekibinin başkanı sponsor beğenmedi: 3-5 milyon TL'ye isim yazılmaz,lig ekibi başkan sponsor beğenmed milyon tl ye isim yazılmaz,Haber7.com,siyaset
TBMM Başkanı Kurtulmuş ile Başkanlık Divanı üyeleri Anıtkabir'i ziyaret etti,tbmm başkan kurtulmuş ile başkanlık divan üyeler anıtkabir i ziyaret ett,Anadolu Agency,siyaset
"TBMM Başkanı Kurtulmuş, Anıtkabir'i ziyaret etti",tbmm başkan kurtulmuş anıtkabir i ziyaret ett,Haber7.com,siyaset
Mahmut Alan'dan transfer açıklaması!,mahmut alan dan transfer açıklama,Haberturk.com,siyaset
Eski Merkez Bankası yöneticisi Ersel vefat etti,esk merkez banka yönetici ersel vefat ett,Haberturk.com,siyaset
Kırmızı Cuma! İsrail'in İran Saldırısı,kırmız cuma i srail in i ran saldırı,Haber7.com,siyaset
"Moldova'da Ortodokslara yönelik baskılar, Ukrayna senaryosunu tekrarlama girişiminin delili",moldova da ortodokslara yönelik baskı ukrayna senaryosun tekrarlama girişimi delil,Anlatilaninotesi.com.tr,siyaset
"""Erdoğan barış için son şans!"" Türkiye savaşı durdurmak için devrede",erdoğan barış için son şans türkiye savaş durdurmak için devre,Turkiyegazetesi.com.tr,siyaset
İran Dışişleri'ne bağlı binaya saldırı,i ran dışişler ne bağl binaya saldır,Haberturk.com,siyaset
"İsrail, Tahran’da Dışişleri Bakanlığına bağlı bir enstitü binasını hedef aldı! ""Açık bir savaş suçudur""",i srail tahran da dışişler bakanlığına bağl bir enstit binasın hedef ald açık bir savaş suçudur,Sabah.com.tr,siyaset
"İsrail, İran'ın dini lideri Hamaney'i ortadan kaldırma olasılığını reddetmedi",i srail i ran ın din lider hamaney i orta kaldırma olasılığın reddetmed,Anlatilaninotesi.com.tr,siyaset
3 yıl içinde Süper Lig'den 3. Lig'e düştüler: Borç 100 milyon TL'yi aştı,yıl için süper lig den lig e düştü borç milyon tl yi aşt,Haber7.com,siyaset
"Anadolu Üniversitesi 60 yaş ve üstü mezunlarından ""eğitimin yaşı yok"" mesajı",anadol üniversite yaş ve üst mezunların eğitim yaş yok mesaj,Anadolu Agency,siyaset
Yahuda'nın çocukları,yahu nın çocuklar,Haber7.com,siyaset
"ERHAN AFYONCU / Osmanlı, İran’ı yok etme planına katılmamıştı",erhan afyonc osmanl i ran ı yok etme planına katılmamışt,Sabah.com.tr,siyaset
Bayburt’ta konuşan Özel: Kale siyaseti bitmiştir,bayburt ta konuşan özel kale siyaset bitmiştir,Hurriyet.com.tr,siyaset
Unutulmayacaklar,unutulmayacak,Hurriyet.com.tr,siyaset
Bakan Bolat: 2026 yılı her kesimin daha da rahatlayacağı bir dönem olacak!,bakan bolat yıl her kesim daha da rahatlayacağ bir dönem olacak,Haber7.com,siyaset
Bakan Bolat: 2026 tüm kesimler için rahatlama yılı olacak,bakan bolat tüm kesim için rahatlama yıl olacak,Sabah.com.tr,siyaset
"Ticaret Bakanı Ömer Bolat: Türkiye yüzde 2 büyüdü, iyi ile kötüyü ayırt edin, mukayese yapın",ticaret bakan ömer bolat türkiye yüz büyüd iyi ile kötüy ayırt edin mukayese yap,Patronlardunyasi.com,siyaset
İsrail’in İran saldırılarının hedefi: Nükleer bombanın engellenmesi mi yoksa rejim değişikliği mi?,i srail in i ran saldırıları hedef nükleer bomba engellenme mi yoksa rejim değişikliğ mi,Anadolu Agency,siyaset
Bu icatlar insanlık tarihinin kaderini değiştirdi,bu icat insanlık tarihi kaderin değiştird,Haberturk.com,siyaset
ZAKİR AVŞAR / Yolsuzlukla Mücadele Ve Uluslararası Normlara Uyum İkileminde CHP,zak r avşar yolsuzlukla mücadele ve uluslarara normlara uyum i kilemin chp,Sabah.com.tr,siyaset
Katılıyorum artık silkelenme zamanıdır,katılıyorum artık silkelenme zamanıdır,Hurriyet.com.tr,siyaset
"Yolsuzluk, rüşvet ve yeni parti hazırlığı! Yeni bir ""Cem Uzan vakası""",yolsuzluk rüşvet ve yen part hazırlığ yen bir cem uzan vaka,Haber7.com,siyaset
Ünlü tiyatro oyuncusu son yolculuğuna uğurlandı: Cenazeye siyasetçiler akın etti,ünl tiyatro oyuncu son yolculuğuna uğurland cenazeye siyasetçi akın ett,Anlatilaninotesi.com.tr,siyaset
Oyuncu Hüseyin Goncagül son yolculuğuna uğurlandı,oyunc hüsey goncagül son yolculuğuna uğurland,Hurriyet.com.tr,siyaset
"Babalar artık daha ilgili, ancak desteğe ihtiyaçları var",baba artık daha ilgil ancak desteğe ihtiyaçlar var,Haber7.com,siyaset
"KADEM ""Türkiye'de Ailenin İyi Olma Hali ve Babalık Araştırması Raporu""nu yeniden yayınladı",kadem türkiye de aile i yi olma hal ve babalık araştırma rapor nu yeni yayınlad,Anadolu Agency,siyaset
"""En ideali 400'ü aşkın oy""",en ideal ü aşk oy,Haberturk.com,siyaset
"KADEM’DEN Babalar Günü raporu: Babalar artık daha ilgili, ancak desteğe ihtiyaçları var",kadem den baba gün rapor baba artık daha ilgil ancak desteğe ihtiyaçlar var,Sabah.com.tr,siyaset
TBMM Başkanı Kurtulmuş: (Terörsüz Türkiye) Herkesin gönül rahatlığıyla destek vereceği bir süreci ortaya koymak lazım,tbmm başkan kurtulmuş terörsüz türkiye herkes gönül rahatlığıyla destek vereceğ bir sürec ortaya koymak lazım,Anadolu Agency,siyaset
TBMM Başkanı Kurtulmuş'tan yeni anayasa mesajı: Tarihi bir yükümlülük olduğu kanaatindeyim,tbmm başkan kurtulmuş tan yen anayasa mesaj tarih bir yükümlülük olduğ kanaatindeyim,Hurriyet.com.tr,siyaset
"Küresel vicdanın sesi ""Madleen"" gemisinin domino etkisi",küresel vicda ses madleen gemisi domino etki,Anadolu Agency,siyaset
Los Angeles protestoları: ABD'de göçmen krizi büyüyor mu?,los angeles protestolar abd de göçmen kriz büyüyor mu,Anadolu Agency,siyaset
Ekrem İmamoğlu cephesinde EKİM partisi hazırlığı: Özgür ve Kemal Kılıçdaroğlu… | Mahmut Övür yazdı,ekrem i mamoğl cephesin eki m parti hazırlığ özgür ve kemal kılıçdaroğl mahmut övür yazd,Sabah.com.tr,siyaset
KEREM ALKİN / ‘Politik risk’ argümanı kabak tadı verdi,kerem alk n politik risk argüman kabak tad verd,Sabah.com.tr,siyaset
MAHMUT ÖVÜR / CHP’ye içeriden operasyon ve Ekim Partisi,mahmut övür chp ye içeri operasyon ve ekim parti,Sabah.com.tr,siyaset
‘İran halkı İsrail’e çok sert yanıt verilmesini talep ediyor’,i ran halk i srail e çok sert yanıt verilmesin talep ediyor,Anlatilaninotesi.com.tr,siyaset
İsrail-İran savaşı kapıda mı,i srail i ran savaş kapı mı,Hurriyet.com.tr,siyaset
"CGTN: Çin ve ABD, derinlemesine ve samimi ticaret görüşmelerinin ardından prensipte uzlaşmaya vardı",cgtn çin ve abd derinlemesine ve samim ticaret görüşmeleri ardın prensip uzlaşmaya vard,GlobeNewswire,siyaset
"Zorlu, İstanbul’da gerçekleştirilen Türk Dünyası İstişare Toplantısında konuştu: Türk dünyası coğrafi bir sınır değil, gönül atlasıdır",zorl i stanbul da gerçekleştirilen türk dünya i stişare toplantısın konuşt türk dünya coğraf bir sınır değil gönül atlasıdır,Sabah.com.tr,siyaset
İYİ Partili Çömez'den maaşlara revizyon çağrısı,i yi partil çömez den maaşlara revizyon çağrı,Haberturk.com,siyaset
"""Great Power Competition and the Middle East"" Forumu 16-17 Haziran'da İstanbul'da düzenlenecek",great power competition and the middle east forum haziran da i stanbul da düzenlenecek,Anadolu Agency,siyaset
Türk Dünyası İstişare Toplantısı İstanbul'da yapıldı,türk dünya i stişare toplantı i stanbul da yapıld,Anadolu Agency,siyaset
5. İstanbul Dijital Sanat Festivali başladı,i stanbul dijital sanat festival başlad,Haberturk.com,siyaset
"Trump-Musk çatışması: Güç savaşı mı, sistem krizi mi?",trump musk çatışma güç savaş mı sistem kriz mi,Anadolu Agency,siyaset
Bir ‘canlı bomba’ olmadığı kaldı…,bir canl bomba olmadığ kald,Haber7.com,siyaset
MAHMUT ÖVÜR / İBB soruşturması siyasi mi organize mi?,mahmut övür i bb soruşturma siya mi organize mi,Sabah.com.tr,siyaset
Dijital İkiz Yaratıcı sağlıkta bir üs olalım,dijital i kiz yaratıc sağlık bir üs olalım,Hurriyet.com.tr,siyaset
"Kanal 7'ye gururlandıran ödül: Esaret, ""Yılın En İyi Dizisi"" seçildi",kanal ye gururlandıran ödül esaret yıl en i yi dizi seçild,Haber7.com,siyaset
Los Angeles'ta neler oluyor? Uzman isimler değerlendirdi: Siyasi kutuplaşma derinleşiyor!,los angeles ta neler oluyor uzman isim değerlendird siya kutuplaşma derinleşiyor,Haber7.com,siyaset
Borsada yalancı bahar mı yaşanıyor?,borsa yalanc bahar mı yaşanıyor,Haberturk.com,siyaset
KEREM ALKİN / Trump-Musk gerginliği: ‘Yeniden’ geleneksel-dijital çatışması,kerem alk n trump musk gerginliğ yeni geleneksel dijital çatışma,Sabah.com.tr,siyaset
YAVUZ DONAT / Daha çok gençti,yavuz donat daha çok gençt,Sabah.com.tr,siyaset
Zeyrek’i her kesimden on binler uğurladı: Elveda herkesin ferdi başkanı,zeyrek i her kesim on bin uğurlad elve herkes ferd başkan,Hurriyet.com.tr,siyaset
Yargıtay’dan trafik cezasıyla ilgili karar,yargıtay dan trafik cezasıyla ilgil karar,Hurriyet.com.tr,siyaset
Bir şehirle kurulan gönül bağı,bir şehirle kurulan gönül bağ,Hurriyet.com.tr,siyaset
Sayıştay Daire Başkanı Zekeriya Tüysüz oldu: Zekeriya Tüysüz kimdir?,sayıştay daire başkan zekeriya tüysüz old zekeriya tüysüz kimdir,Anlatilaninotesi.com.tr,siyaset
Sayıştay Daire Başkanlığına Zekeriya Tüysüz seçildi,sayıştay daire başkanlığına zekeriya tüysüz seçild,Anadolu Agency,siyaset
Netanyahu hükümeti dağılmanın eşiğinde: Haredi Yahudileri siyasi gerilimi tırmandırdı,netanyah hükümet dağılma eşiğin hared yahudiler siya gerilim tırmandırd,Haber7.com,siyaset
